Trial ID;Game Type;Name Model;Training Step;Race Completion;Checkpoint Max;Time;Max Time;Speed Average;Max Speed;Off Road Time;Hit Number;Max Obstacle;
2;Arcade;ArcadeCar-1099924;2994;23;23;59,88016;300;36,36824;75;9,146445;1102;25;
3;Arcade;ArcadeCar-1099924;2743;23;23;54,87134;300;39,91245;75;9,234466;1106;33;
4;Arcade;ArcadeCar-1099924;14999;14;23;300;300;4,784202;75;3,277084;1110;32;
5;Arcade;ArcadeCar-1099924;2396;23;23;47,88675;300;44,12586;75;6,137645;1113;26;
6;Arcade;ArcadeCar-1099924;14999;1;23;300;300;0,7427078;75;0,25701;1114;26;
7;Arcade;ArcadeCar-1099924;15001;15;23;300;300;5,051496;75;271,6912;1118;35;
8;Arcade;ArcadeCar-1099924;2814;23;23;56,26223;300;38,63543;75;12,25668;1122;32;
9;Arcade;ArcadeCar-1099924;2883;23;23;57,67324;300;37,47589;75;9,441592;1129;27;
10;Arcade;ArcadeCar-1099924;2448;23;23;48,96199;300;44,25476;75;6,721193;1130;30;
11;Arcade;ArcadeCar-1099924;15000;19;23;300;300;6,357826;75;6,135589;1132;29;
12;Arcade;ArcadeCar-1099924;2476;23;23;49,51559;300;44,11208;75;6,934477;1134;26;
13;Arcade;ArcadeCar-1099924;3268;23;23;65,36288;300;33,29832;75;8,039939;1143;32;
14;Arcade;ArcadeCar-1099924;2909;23;23;58,18031;300;37,18033;75;11,75717;1149;29;
15;Arcade;ArcadeCar-1099924;2382;23;23;47,64022;300;44,43931;75;6,460472;1154;31;
16;Arcade;ArcadeCar-1099924;2733;23;23;54,65552;300;39,62801;75;8,939054;1158;25;
17;Arcade;ArcadeCar-1099924;8779;23;23;175,5676;300;12,33682;75;8,610664;1166;30;
18;Arcade;ArcadeCar-1099924;2760;23;23;55,2021;300;39,46553;75;10,3186;1171;33;
19;Arcade;ArcadeCar-1099924;15000;15;23;300;300;5,244025;75;6,473992;1175;28;
20;Arcade;ArcadeCar-1099924;2904;23;23;58,05952;300;37,35984;75;11,49838;1180;28;
21;Arcade;ArcadeCar-1099924;2970;23;23;59,39731;300;36,66786;75;8,50839;1184;24;
